# 灰度处理后：10 * 10的子矩阵
160,160,160,160,160,160,160,160,158,157
159,159,159,159,159,159,159,159,155,154
158,158,158,158,158,158,158,158,152,152
156,156,156,156,156,156,156,156,152,152
155,155,155,155,155,155,155,155,155,154
155,155,155,155,155,155,155,155,156,156
156,156,156,156,156,156,156,156,156,155
156,156,156,156,156,156,156,156,154,154
153,153,153,154,154,155,155,155,155,156
153,153,154,154,154,155,155,155,157,157
